schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,fuel_lubricants,fuel_lubricants_allow_all_authenticated_delete,PERMISSIVE,authenticated,DELETE,true,null
public,fuel_lubricants,fuel_lubricants_allow_all_authenticated_insert,PERMISSIVE,authenticated,INSERT,null,true
public,fuel_lubricants,fuel_lubricants_allow_all_authenticated_select,PERMISSIVE,authenticated,SELECT,true,null
public,fuel_lubricants,fuel_lubricants_allow_all_authenticated_update,PERMISSIVE,authenticated,UPDATE,true,null
public,fuel_lubricants,fuel_lubricants_allow_anon_insert,PERMISSIVE,anon,INSERT,null,true
public,fuel_lubricants,fuel_lubricants_allow_anon_select,PERMISSIVE,anon,SELECT,true,null
public,fuel_lubricants,fuel_lubricants_approval_workflow,PERMISSIVE,authenticated,UPDATE,"((approval_status)::text = ANY ((ARRAY['draft'::character varying, 'pending'::character varying])::text[]))","((approval_status)::text = ANY ((ARRAY['draft'::character varying, 'pending'::character varying, 'approved'::character varying])::text[]))"
public,fuel_lubricants,fuel_lubricants_basic_access,PERMISSIVE,authenticated,ALL,true,true
public,fuel_lubricants,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (fuel_lubricants.organization_id)::text))))"
public,fuel_lubricants,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (fuel_lubricants.organization_id)::text))))",null
public,fuel_lubricants,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (fuel_lubricants.organization_id)::text))))",null
public,fuel_lubricants,owner_only_access,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,fuel_lubricants,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,governance_approval_instances,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,governance_approval_instances,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,governance_approval_instances,user_owns_approval_instances,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,governance_approval_matrices,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,governance_approval_matrices,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,governance_approval_matrices,user_owns_approval_matrices,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,governance_approval_steps,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,governance_approval_steps,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,governance_approval_steps,user_owns_approval_steps,PERMISSIVE,public,ALL,(((created_by)::text = (auth.uid())::text) OR (approver_user_id = (auth.uid())::text)),null
public,governance_document_templates,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,governance_document_templates,creator_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,governance_document_templates,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,governance_document_templates,governance_templates_delete_dev,PERMISSIVE,public,DELETE,((is_dev_mode() AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR ((auth.uid() IS NOT NULL) AND ((created_by)::uuid = auth.uid())) OR (((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (auth.role() = 'service_role'::text))),null
public,governance_document_templates,governance_templates_insert_dev,PERMISSIVE,public,INSERT,null,((is_dev_mode() AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR ((auth.uid() IS NOT NULL) AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR (((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (auth.role() = 'service_role'::text)))
public,governance_document_templates,governance_templates_select_dev,PERMISSIVE,public,SELECT,((is_dev_mode() AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR ((auth.uid() IS NOT NULL) AND (((created_by)::uuid = auth.uid()) OR (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid))) OR (((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (auth.role() = 'service_role'::text))),null
public,governance_document_templates,governance_templates_update_dev,PERMISSIVE,public,UPDATE,((is_dev_mode() AND (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid)) OR ((auth.uid() IS NOT NULL) AND (((created_by)::uuid = auth.uid()) OR (organization_id = '90cd635a-380f-4586-a3b7-a09103b6df94'::uuid))) OR (((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (auth.role() = 'service_role'::text))),null
public,governance_document_templates,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (governance_document_templates.organization_id)::text))))"
public,governance_document_templates,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (governance_document_templates.organization_id)::text))))",null
public,governance_document_templates,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,governance_document_templates-old,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,governance_template_usage,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,inspection_items,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,inspection_items,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,inspection_items,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,inspection_items,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,inspection_items,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,inspection_items,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_items.organization_id)::text))))"
public,inspection_items,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_items.organization_id)::text))))",null
public,inspection_items,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_items.organization_id)::text))))",null
public,inspection_items,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,inspection_media,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,inspection_media,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,inspection_media,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_media.organization_id)::text))))"
public,inspection_media,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_media.organization_id)::text))))",null
public,inspection_media,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspection_media.organization_id)::text))))",null
public,inspection_media,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,inspections,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,inspections,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,inspections,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,inspections,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspections.organization_id)::text))))"
public,inspections,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspections.organization_id)::text))))",null
public,inspections,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (inspections.organization_id)::text))))",null
public,inspections,owner_only_access,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,inspections,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,integration_sources,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,integration_sync_history,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,internal_notifications,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,internal_notifications,users_can_update_own_notifications,PERMISSIVE,public,UPDATE,(user_id = auth.uid()),null
public,internal_notifications,users_can_view_own_notifications,PERMISSIVE,public,SELECT,(user_id = auth.uid()),null
public,job_descriptions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,job_descriptions,hr_job_descriptions_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.department_code = '01500'::text))))",null
public,job_descriptions,published_jobs_view,PERMISSIVE,public,SELECT,((status = 'active'::text) AND (auth.role() = 'authenticated'::text)),null
public,legal_reviews,legal_reviews_organization_access,PERMISSIVE,public,ALL,"((organization_id IN ( SELECT user_management.organization_id
   FROM user_management
  WHERE (user_management.user_id = auth.uid()))) OR (assigned_to = auth.uid()))",null
public,llm_configurations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,llm_document_type_mappings,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,llm_document_type_mappings,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,llm_document_type_mappings,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,llm_document_type_mappings,admin_write_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,llm_document_type_mappings,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,llm_document_type_mappings,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,llm_document_type_mappings,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,llm_functions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,logistics_alerts,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,logistics_alerts,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,logistics_alerts,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,logistics_alerts,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,logistics_alerts,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,logistics_alerts,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_alerts.organization_id)::text))))"
public,logistics_alerts,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_alerts.organization_id)::text))))",null
public,logistics_alerts,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_alerts.organization_id)::text))))",null
public,logistics_alerts,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,logistics_documents,logistics_documents_full_access,PERMISSIVE,public,ALL,"(current_setting('app.current_discipline'::text, true) = '01700'::text)",null
public,logistics_documents,logistics_documents_procurement_update,PERMISSIVE,public,UPDATE,"((current_setting('app.current_discipline'::text, true) = '01900'::text) AND (EXISTS ( SELECT 1
   FROM procurement_orders
  WHERE ((procurement_orders.id = logistics_documents.procurement_order_id) AND (procurement_orders.created_by = auth.uid())))))",null
public,logistics_documents,logistics_documents_procurement_view,PERMISSIVE,public,SELECT,"((current_setting('app.current_discipline'::text, true) = '01900'::text) AND (status = 'shared'::text) AND (shared_with = '01900'::text))",null
public,logistics_shipments,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,logistics_shipments,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,logistics_shipments,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,logistics_shipments,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_shipments.organization_id)::text))))"
public,logistics_shipments,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_shipments.organization_id)::text))))",null
public,logistics_shipments,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (logistics_shipments.organization_id)::text))))",null
public,logistics_shipments,owner_only_access,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,logistics_shipments,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,maintenance_assets,Users can delete assets,PERMISSIVE,public,DELETE,true,null
public,maintenance_assets,Users can insert assets,PERMISSIVE,public,INSERT,null,((auth.uid() = user_id) OR (user_id IS NULL))
public,maintenance_assets,Users can update assets,PERMISSIVE,public,UPDATE,true,null
public,maintenance_assets,Users can view all assets,PERMISSIVE,public,SELECT,true,null
public,maintenance_assets,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_assets,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_assets,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,maintenance_assets,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_assets.organization_id)::text))))"
public,maintenance_assets,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_assets.organization_id)::text))))",null
public,maintenance_assets,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_assets.organization_id)::text))))",null
public,maintenance_assets,owner_only_access,PERMISSIVE,public,ALL,((user_id)::text = (auth.uid())::text),null
public,maintenance_assets,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,maintenance_history,Users can delete maintenance history,PERMISSIVE,public,DELETE,true,null
public,maintenance_history,Users can insert maintenance history,PERMISSIVE,public,INSERT,null,true
public,maintenance_history,Users can update maintenance history,PERMISSIVE,public,UPDATE,true,null
public,maintenance_history,Users can view all maintenance history,PERMISSIVE,public,SELECT,true,null
public,maintenance_history,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_history,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,maintenance_history,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_history.organization_id)::text))))"
public,maintenance_history,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_history.organization_id)::text))))",null
public,maintenance_history,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_history.organization_id)::text))))",null
public,maintenance_history,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,maintenance_schedules,Users can delete maintenance schedules,PERMISSIVE,public,DELETE,true,null
public,maintenance_schedules,Users can insert maintenance schedules,PERMISSIVE,public,INSERT,null,true
public,maintenance_schedules,Users can update maintenance schedules,PERMISSIVE,public,UPDATE,true,null
public,maintenance_schedules,Users can view all maintenance schedules,PERMISSIVE,public,SELECT,true,null
public,maintenance_schedules,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_schedules,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_schedules,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,maintenance_schedules,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_schedules.organization_id)::text))))"
public,maintenance_schedules,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_schedules.organization_id)::text))))",null
public,maintenance_schedules,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_schedules.organization_id)::text))))",null
public,maintenance_schedules,owner_only_access,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,maintenance_schedules,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,maintenance_work_orders,Users can delete work orders,PERMISSIVE,public,DELETE,true,null
public,maintenance_work_orders,Users can insert work orders,PERMISSIVE,public,INSERT,null,true
public,maintenance_work_orders,Users can update work orders,PERMISSIVE,public,UPDATE,true,null
public,maintenance_work_orders,Users can view all work orders,PERMISSIVE,public,SELECT,true,null
public,maintenance_work_orders,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_work_orders,admin_override_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,maintenance_work_orders,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,maintenance_work_orders,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_work_orders.organization_id)::text))))"
public,maintenance_work_orders,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_work_orders.organization_id)::text))))",null
public,maintenance_work_orders,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (maintenance_work_orders.organization_id)::text))))",null
public,maintenance_work_orders,owner_only_access,PERMISSIVE,public,ALL,((created_by)::text = (auth.uid())::text),null
public,maintenance_work_orders,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,master_engineering_templates,Users can delete engineering templates in their organization,PERMISSIVE,public,DELETE,"(organization_id IN ( SELECT user_organizations.organization_id
   FROM user_organizations
  WHERE (user_organizations.user_id = auth.uid())))",null
public,master_engineering_templates,Users can insert engineering templates in their organization,PERMISSIVE,public,INSERT,null,"(organization_id IN ( SELECT user_organizations.organization_id
   FROM user_organizations
  WHERE (user_organizations.user_id = auth.uid())))"
public,master_engineering_templates,Users can update engineering templates in their organization,PERMISSIVE,public,UPDATE,"(organization_id IN ( SELECT user_organizations.organization_id
   FROM user_organizations
  WHERE (user_organizations.user_id = auth.uid())))",null
public,master_engineering_templates,Users can view engineering templates in their organization,PERMISSIVE,public,SELECT,"(organization_id IN ( SELECT user_organizations.organization_id
   FROM user_organizations
  WHERE (user_organizations.user_id = auth.uid())))",null
public,master_engineering_templates,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,master_templates,Allow all operations on master templates,PERMISSIVE,public,ALL,true,null
public,master_templates,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,materials,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,materials,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,materials,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,materials,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,materials,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,materials,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (materials.organization_id)::text))))"
